name,hasBoundRole2,type,label,hasBoundRole1
Binding_1014,['Role_Frame_Purposeful_action_action_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Work scenario.activity=Purposeful action.action_x-schema'],['Role_Frame_Work_scenario_activity']
Binding_818,['Role_Frame_State_domain'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Scale.parameter=State.domain'],['Role_Frame_Scale_parameter']
Binding_409,['Role_Frame_Judgment_normative_judged_action'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Governing action.normative_governing_action=Judgment.normative_judged_action'],['Role_Frame_Governing_action_normative_governing_action']
Binding_849,['Role_Frame_Affected_motion_source'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self propelled motion.source=Affected motion.source'],['Role_Frame_Self_propelled_motion_source']
Binding_919,['Role_Frame_Perception_perceiver'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Touching.toucher=Perception.perceiver'],['Role_Frame_Touching_toucher']
Binding_563,['Role_Frame_Firmness_firmness_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Lax.lax_entity=Firmness.firmness_entity'],['Role_Frame_Lax_lax_entity']
Binding_323,['Role_Frame_Economic_status_status'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Experiencing an economic status.status=Economic status.status'],['Role_Frame_Experiencing_an_economic_status_status']
Binding_673,['Role_Frame_Bounded_entity_bounded_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object.object_entity=Bounded entity.bounded_entity'],['Role_Frame_Object_object_entity']
Binding_355,['Role_Frame_Motion_along_a_path_goal'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Fluid motion.goal=Motion along a path.goal'],['Role_Frame_Fluid_motion_goal']
Binding_209,['Role_Frame_Cause_harm_victim'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Crime.victim=Cause harm.victim'],['Role_Frame_Crime_victim']
Binding_589,['Role_Frame_Governing_action_governing_objectives'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative action.legislative_objective=Governing action.governing_objectives'],['Role_Frame_Legislative_action_legislative_objective']
Binding_3,['Role_Frame_Barrier_barrier_object'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Access.barrier_to_access=Barrier.barrier_object'],['Role_Frame_Access_barrier_to_access']
Binding_304,['Role_Frame_Political_competition_prize'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Election.office=Political competition.prize'],['Role_Frame_Election_office']
Binding_575,['Role_Frame_Government_decision_making_act_of_deciding'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Legislation enactment.legislation_voting=Government decision making.act_of_deciding'],['Role_Frame_Legislation_enactment_legislation_voting']
Binding_132,['Role_Frame_Contact_entity2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Cause contact.entity2=Contact.entity2'],['Role_Frame_Cause_contact_entity2']
Binding_167,['Role_Frame_Part_whole_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex physical object.object_whole=Part whole.whole'],['Role_Frame_Complex_physical_object_object_whole']
Binding_530,['Role_Frame_Source_path_goal_source'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Into.source_exterior=Source path goal.source'],['Role_Frame_Into_source_exterior']
Binding_579,['Role_Frame_Government_decision_making_entity_under_consideration'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislation enactment.bill=Government decision making.entity_under_consideration'],['Role_Frame_Legislation_enactment_bill']
Binding_682,['Role_Frame_Object_manipulation_object'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object propulsion.object=Object manipulation.object'],['Role_Frame_Object_propulsion_object']
Binding_796,['Role_Frame_Commercial_transaction_seller'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Restaurant.restaurant_owner=Commercial_transaction.seller'],['Role_Frame_Restaurant_restaurant_owner']
Binding_947,['Role_Frame_Trust_emotion_trusted_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Trust relationship.trusted_entity=Trust emotion.trusted_entity'],['Role_Frame_Trust_relationship_trusted_entity']
Binding_757,['Role_Frame_Social_problems_social_problem'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Poverty.degree of poverty=Social problems.social_problem'],['Role_Frame_Poverty_degree_of_poverty']
Binding_557,['Role_Frame_Government_decision_making_entity_under_consideration_characteristics'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judicial decision-making.judged_party_behavior=Government decision making.entity_under_consideration_characteristics'],['Role_Frame_Judicial_decision_making_judged_party_behavior']
Binding_549,['Role_Frame_Government_decision_making_entity_under_consideration_ongoing_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.judged_party_ongoing_status=Government decision making.entity_under_consideration_ongoing_state'],['Role_Frame_Judicial_decision_making_judged_party_ongoing_status']
Binding_329,['Role_Frame_Social_group_members'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Family.famly_members=Social group.members'],['Role_Frame_Family_famly_members']
Binding_381,['Role_Frame_Speaking_speaker'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Forming words.cognizer=Speaking.speaker'],['Role_Frame_Forming_words_cognizer']
Binding_193,['Role_Frame_Relation_entity_1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Control.controlling_entity=Relation.entity_1'],['Role_Frame_Control_controlling_entity']
Binding_230,['Role_Frame_Destructive_natural_process_consequence_of_destruction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Decay.decay_consequence=Destructive natural process.consequence_of_destruction'],['Role_Frame_Decay_decay_consequence']
Binding_560,['Role_Frame_Cognizing_content'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Knowing.knowledge=Cognizing.content'],['Role_Frame_Knowing_knowledge']
Binding_293,['Role_Frame_Possession_possessor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Economic status.status_holder=Possession.possessor'],['Role_Frame_Economic_status_status_holder']
Binding_184,['Role_Frame_Containment_interior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Containing.contents_location=Containment.interior'],['Role_Frame_Containing_contents_location']
Binding_495,['Role_Frame_Perception_perceived_thing'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Hearing.sound=Perception.perceived_thing'],['Role_Frame_Hearing_sound']
Binding_710,['Role_Frame_Competition_competition_end'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical competition.end=Competition.competition_end'],['Role_Frame_Physical_competition_end']
Binding_996,['Role_Frame_Government_decision_making_entity_under_consideration_initial_state'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Voting.proposed_decision_initial_status=Government decision making.entity_under_consideration_initial_state'],['Role_Frame_Voting_proposed_decision_initial_status']
Binding_927,['Role_Frame_Lose_possession_possession'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Transfer scenario.transferred_object=Lose_possession.possession'],['Role_Frame_Transfer_scenario_transferred_object']
Binding_550,['Role_Frame_Government_decision_making_entity_under_consideration_final_state'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judicial decision-making.judged_party_final_status=Government decision making.entity_under_consideration_final_state'],['Role_Frame_Judicial_decision_making_judged_party_final_status']
Binding_220,['Role_Frame_Harm_cause'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Danger.dangerous_entity=Harm.cause'],['Role_Frame_Danger_dangerous_entity']
Binding_158,['Role_Frame_State_state_holder'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Cleanliness.clean_entity=State.state_holder'],['Role_Frame_Cleanliness_clean_entity']
Binding_543,['Role_Frame_Government_decision_making_decision_maker'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.judicial_actor=Government decision making.decision_maker'],['Role_Frame_Judicial_decision_making_judicial_actor']
Binding_540,['Role_Frame_Governing_action_governed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial action.citizens=Governing action.governed'],['Role_Frame_Judicial_action_citizens']
Binding_982,['Role_Frame_Evaluation_standard'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual evaluation.expected visible properties=Evaluation.standard'],['Role_Frame_Visual_evaluation_expected_visible_properties']
Binding_315,['Role_Frame_Animate_entity_animate_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Evil creature.evil_entity=Animate entity.animate_entity'],['Role_Frame_Evil_creature_evil_entity']
Binding_656,['Role_Frame_Political_region_population'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Nation.nation_citizens=Political region.population'],['Role_Frame_Nation_nation_citizens']
Binding_636,['Role_Frame_Motion_motion_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion along a path.motion_x-schema=Motion.motion_x-schema'],['Role_Frame_Motion_along_a_path_motion_x_schema']
Binding_961,['Role_Frame_Controlled_vehicular_motion_vehicle'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Vehicle.vehicle=Controlled vehicular motion.vehicle'],['Role_Frame_Vehicle_vehicle']
Binding_744,['Role_Frame_Responsibility_fulfillment_of_duty'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Position.job_holder_actions=Responsibility.fulfillment_of_duty'],['Role_Frame_Position_job_holder_actions']
Binding_202,['Role_Frame_Artifact_artifact_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Crafting.artifact=Artifact.artifact_entity'],['Role_Frame_Crafting_artifact']
Binding_801,['Role_Frame_Caused_change_of_state_affected'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Restore to life.life_liver=Caused change of state.affected'],['Role_Frame_Restore_to_life_life_liver']
Binding_260,['Role_Frame_Cut_object_of_cutting'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Dissect.dissected_entity=Cut.object_of_cutting'],['Role_Frame_Dissect_dissected_entity']
Binding_458,['Role_Frame_Government_governor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution.government_whole=Government.governor'],['Role_Frame_Government_institution_government_whole']
Binding_42,['Role_Frame_Emotion_bodily_effect'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Anger.body_heat=Emotion.bodily_effect'],['Role_Frame_Anger_body_heat']
Binding_564,['Role_Frame_Firmness_firmness_status'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Lax.lax_status=Firmness.firmness_status'],['Role_Frame_Lax_lax_status']
Binding_736,['Role_Frame_Government_jurisdiction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Political region.locale=Government.jurisdiction'],['Role_Frame_Political_region_locale']
Binding_892,['Role_Frame_Nuclear_family_parent_s_'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Strict father family.parent(s)=Nuclear family.parent(s)'],['Role_Frame_Strict_father_family_parent_s_']
Binding_444,['Role_Frame_Governing_action_governing_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government executive action.executive_actor=Governing action.governing_actor'],['Role_Frame_Government_executive_action_executive_actor']
Binding_153,['Role_Frame_Evaluation_behavior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Citizen evaluation of government.Behavior=Evaluation.behavior'],['Role_Frame_Citizen_evaluation_of_government_Behavior']
Binding_580,['Role_Frame_Government_decision_making_entity_under_consideration_initial_state'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Legislation enactment.bill_initial_status=Government decision making.entity_under_consideration_initial_state'],['Role_Frame_Legislation_enactment_bill_initial_status']
Binding_614,['Role_Frame_Control_controlling_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Machine.operator_of_machine=Control.controlling_entity'],['Role_Frame_Machine_operator_of_machine']
Binding_974,['Role_Frame_Vehicle_vehicle_driver'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Vehicular motion.vehicle_driver=Vehicle.vehicle_driver'],['Role_Frame_Vehicular_motion_vehicle_driver']
Binding_269,['Role_Frame_Motion_along_a_path_source'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Downward motion.source=Motion along a path.source'],['Role_Frame_Downward_motion_source']
Binding_134,['Role_Frame_Change_of_state_experiencer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Caused change of state.affected=Change of state.experiencer'],['Role_Frame_Caused_change_of_state_affected']
Binding_670,['Role_Frame_Authority_governed'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Nuclear family.children=Authority.governed'],['Role_Frame_Nuclear_family_children']
Binding_857,['Role_Frame_Consciousness_state_of_consciousness'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Sentient entity.state_of_consciousness=Consciousness.state_of_consciousness'],['Role_Frame_Sentient_entity_state_of_consciousness']
Binding_946,['Role_Frame_Trust_emotion_trusting_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Trust relationship.trusting_entity=Trust emotion.trusting_entity'],['Role_Frame_Trust_relationship_trusting_entity']
Binding_163,['Role_Frame_Recreational_competition_competitor_2'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Competitive sport.competitor2=Recreational competition.competitor_2'],['Role_Frame_Competitive_sport_competitor2']
Binding_715,['Role_Frame_Competition_competition_loser'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical competition.loser=Competition.competition_loser'],['Role_Frame_Physical_competition_loser']
Binding_291,['Role_Frame_Social_group_member'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Economic status.status_holder=Social group.member'],['Role_Frame_Economic_status_status_holder']
Binding_237,['Role_Frame_Destroying_harmed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Destructive natural process.destroyed_entity=Destroying.harmed'],['Role_Frame_Destructive_natural_process_destroyed_entity']
Binding_737,['Role_Frame_Power_power_yielder'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Position.job_holder=Power.power_yielder'],['Role_Frame_Position_job_holder']
Binding_971,['Role_Frame_Motion_speed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Vehicular motion.speed=Motion.speed'],['Role_Frame_Vehicular_motion_speed']
Binding_770,['Role_Frame_Harm_to_living_entity_harmful_effect'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Punishment.results_of_punishment=Harm to living entity.harmful_effect'],['Role_Frame_Punishment_results_of_punishment']
Binding_310,['Role_Frame_Destructive_natural_process_destroyed_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Erosion.eroded_entity=Destructive natural process.destroyed_entity'],['Role_Frame_Erosion_eroded_entity']
Binding_501,['Role_Frame_Affected_motion_cause'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Impediment to motion.impediment=Affected motion.cause'],['Role_Frame_Impediment_to_motion_impediment']
Binding_657,['Role_Frame_Political_region_sub_locale'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Nation.nation_member_regions=Political region.sub_locale'],['Role_Frame_Nation_nation_member_regions']
Binding_802,['Role_Frame_Caused_change_of_state_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Restore to life.life_restorer=Caused change of state.agent'],['Role_Frame_Restore_to_life_life_restorer']
Binding_962,['Role_Frame_Containing_container'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Vehicle.vehicle=Containing.container'],['Role_Frame_Vehicle_vehicle']
Binding_627,['Role_Frame_Causation_affected'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion-affecting external factors.mover=Causation.affected'],['Role_Frame_Motion_affecting_external_factors_mover']
Binding_173,['Role_Frame_Complex_process_process2'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex process.protagonist2=Complex_process.process2.protagonist'],['Role_Frame_Complex_process_protagonist2']
Binding_994,['Role_Frame_Government_decision_making_decision_maker_actions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.voter_actions=Government decision making.decision_maker_actions'],['Role_Frame_Voting_voter_actions']
Binding_674,['Role_Frame_Physical_entity_physical_entity_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object.object_entity=Physical entity.physical_entity_whole'],['Role_Frame_Object_object_entity']
Binding_490,['Role_Frame_Causation_effect'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Harm.effect_of_harm=Causation.effect'],['Role_Frame_Harm_effect_of_harm']
Binding_965,['Role_Frame_Containing_contents'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Vehicle.driver=Containing.contents'],['Role_Frame_Vehicle_driver']
Binding_542,['Role_Frame_Judicial_action_judicial_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.judicial_actor=Judicial action.judicial_actor'],['Role_Frame_Judicial_decision_making_judicial_actor']
Binding_446,['Role_Frame_Governing_action_governing_objectives'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government executive action.governing_objectives=Governing action.governing_objectives'],['Role_Frame_Government_executive_action_governing_objectives']
Binding_13,['Role_Frame_Addressing_social_problems_social_problem'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing poverty.poverty=Addressing social problems.social_problem'],['Role_Frame_Addressing_poverty_poverty']
Binding_858,['Role_Frame_Servitude_subjugated'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Servant.servant=Servitude.subjugated'],['Role_Frame_Servant_servant']
Binding_276,['Role_Frame_Physical_affliction_symptoms'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Drugs.physical_effects=Physical_affliction.symptoms'],['Role_Frame_Drugs_physical_effects']
Binding_308,['Role_Frame_Resource_type'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Energy.type=Resource.type'],['Role_Frame_Energy_type']
Binding_454,['Role_Frame_Institution_position_holders'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution.position_holders=Institution.position_holders'],['Role_Frame_Government_institution_position_holders']
Binding_447,['Role_Frame_Governing_action_governing_action_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government executive action.executive_action_outcome=Governing action.governing_action_outcome'],['Role_Frame_Government_executive_action_executive_action_outcome']
Binding_475,['Role_Frame_Legislative_action_legislative_action_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Gun control legislation.legislation=Legislative action.legislative_action_outcome'],['Role_Frame_Gun_control_legislation_legislation']
Binding_632,['Role_Frame_Source_path_goal_source'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion along a path.source=Source path goal.source'],['Role_Frame_Motion_along_a_path_source']
Binding_104,['Role_Frame_Part_whole_parts'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Body.body_parts=Part whole.parts'],['Role_Frame_Body_body_parts']
Binding_523,['Role_Frame_Organization_organization_physical_assets'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Institution.physical_assets=Organization.organization_physical_assets'],['Role_Frame_Institution_physical_assets']
Binding_200,['Role_Frame_Social_problems_social_problem'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Corruption.corrupt_activities=Social problems.social_problem'],['Role_Frame_Corruption_corrupt_activities']
Binding_763,['Role_Frame_Proximity_ground'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Proximal distal.center=Proximity.ground'],['Role_Frame_Proximal_distal_center']
Binding_527,['Role_Frame_Bounded_region_exterior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Into.source_exterior=Bounded region.exterior'],['Role_Frame_Into_source_exterior']
Binding_740,['Role_Frame_Power_power_holder'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Position.superior=Power.power_holder'],['Role_Frame_Position_superior']
Binding_9,['Role_Frame_Process_protagonist'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Action.actor=Process.protagonist'],['Role_Frame_Action_actor']
Binding_265,['Role_Frame_Motion_along_a_path_motion_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Downward motion.motion_x-schema=Motion along a path.motion_x-schema'],['Role_Frame_Downward_motion_motion_x_schema']
Binding_571,['Role_Frame_Government_decision_making_decision_maker'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislation enactment.legislators=Government decision making.decision_maker'],['Role_Frame_Legislation_enactment_legislators']
Binding_900,['Role_Frame_Being_at_a_Low_Location_low_landmark'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Sunken confinement.low_area_of_confinement=Being at a Low Location.low_landmark'],['Role_Frame_Sunken_confinement_low_area_of_confinement']
Binding_519,['Role_Frame_Organization_organization_roles'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Institution.positions=Organization.organization_roles'],['Role_Frame_Institution_positions']
Binding_66,['Role_Frame_Control_control'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Authority.authority_relation=Control.control.relation'],['Role_Frame_Authority_authority_relation']
Binding_348,['Role_Frame_Containing_contents'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fluid containment.fluid=Containing.contents'],['Role_Frame_Fluid_containment_fluid']
Binding_968,['Role_Frame_Physical_structure_structure_location'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Vehicle.vehicle_location=Physical structure.structure_location'],['Role_Frame_Vehicle_vehicle_location']
Binding_61,['Role_Frame_Control_ability_to_control'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Authority.authority_power=Control.ability_to_control'],['Role_Frame_Authority_authority_power']
Binding_456,['Role_Frame_Institution_positions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution.positions=Institution.positions'],['Role_Frame_Government_institution_positions']
Binding_998,['Role_Frame_Government_decision_making_entity_under_consideration_final_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.proposed_decision_final_status=Government decision making.entity_under_consideration_final_state'],['Role_Frame_Voting_proposed_decision_final_status']
Binding_648,['Role_Frame_Proximal_distal_center'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion to avoid a destination.undesirable_location=Proximal distal.center'],['Role_Frame_Motion_to_avoid_a_destination_undesirable_location']
Binding_11,['Role_Frame_Addressing_social_problems_problem_solvers'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing poverty.problem_solvers=Addressing social problems.problem_solvers'],['Role_Frame_Addressing_poverty_problem_solvers']
Binding_257,['Role_Frame_Biological_entity_body'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Dissect.dissected_entity_body=Biological entity.body'],['Role_Frame_Dissect_dissected_entity_body']
Binding_170,['Role_Frame_Object_size'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex physical object.size=Object.size'],['Role_Frame_Complex_physical_object_size']
Binding_812,['Role_Frame_Emotion_experiencer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Sadness.experiencer=Emotion.experiencer'],['Role_Frame_Sadness_experiencer']
Binding_275,['Role_Frame_Physical_affliction_patient'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Drugs.drug_user=Physical_affliction.patient'],['Role_Frame_Drugs_drug_user']
Binding_552,['Role_Frame_Government_decision_making_decison_making_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.judicial_outcome=Government decision making.decison_making_outcome'],['Role_Frame_Judicial_decision_making_judicial_outcome']
Binding_649,['Role_Frame_Proximal_distal_distal_region'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion to avoid a destination.goal=Proximal distal.distal_region'],['Role_Frame_Motion_to_avoid_a_destination_goal']
Binding_73,['Role_Frame_Motion_impediment_affected_motion'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Barrier.affected_motion=Motion impediment.affected_motion'],['Role_Frame_Barrier_affected_motion']
Binding_322,['Role_Frame_Experiencing_a_state_experiencer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing an economic status.status_holder=Experiencing a state.experiencer'],['Role_Frame_Experiencing_an_economic_status_status_holder']
Binding_859,['Role_Frame_Authority_governed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Servitude.subjugated=Authority.governed'],['Role_Frame_Servitude_subjugated']
Binding_319,['Role_Frame_State_state_holder'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing a state.experiencer=State.state_holder'],['Role_Frame_Experiencing_a_state_experiencer']
Binding_705,['Role_Frame_Competition_competition_event'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical competition.event=Competition.competition_event'],['Role_Frame_Physical_competition_event']
Binding_431,['Role_Frame_Caused_change_of_state_initial_state'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government decision making.entity_under_consideration_initial_state=Caused change of state.initial_state'],['Role_Frame_Government_decision_making_entity_under_consideration_initial_state']
Binding_133,['Role_Frame_Seeing_see_er'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Cause to see.perception_perciever=Seeing.see-er'],['Role_Frame_Cause_to_see_perception_perciever']
Binding_37,['Role_Frame_Emotion_emotion_level'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Anger.anger_level=Emotion.emotion_level'],['Role_Frame_Anger_anger_level']
Binding_553,['Role_Frame_Government_decision_making_consideration'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judicial decision-making.deliberation=Government decision making.consideration'],['Role_Frame_Judicial_decision_making_deliberation']
Binding_289,['Role_Frame_Financial_resource_type'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Economic status.financial_resources=Financial resource.type'],['Role_Frame_Economic_status_financial_resources']
Binding_504,['Role_Frame_Experiencing_a_negative_state_standard'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Impoverished.impoverishment=Experiencing a negative state.standard'],['Role_Frame_Impoverished_impoverishment']
Binding_911,['Role_Frame_Complex_physical_object_object_parts'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Textile.fibers=Complex physical object.object_parts'],['Role_Frame_Textile_fibers']
Binding_273,['Role_Frame_Verticality_vertical_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Downward motion.mover=Verticality.vertical_entity'],['Role_Frame_Downward_motion_mover']
Binding_178,['Role_Frame_Being_in_a_Bounded_Region_located_thing'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Confinement.confined_entity=Being in a Bounded Region.located_thing'],['Role_Frame_Confinement_confined_entity']
Binding_49,['Role_Frame_Self_propelled_motion_self_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Animate entity.animate_entity=Self propelled motion.self-mover'],['Role_Frame_Animate_entity_animate_entity']
Binding_112,['Role_Frame_Part_whole_part'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Bounded entity.entity_boundary=Part whole.part'],['Role_Frame_Bounded_entity_entity_boundary']
Binding_438,['Role_Frame_Purposeful_action_action_x_schema'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government decision making.introduction_of_entity_under_consideration=Purposeful action.action_x-schema.start'],['Role_Frame_Government_decision_making_introduction_of_entity_under_consideration']
Binding_464,['Role_Frame_Government_institution_government_responsibilities'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government institution US.responsibilities=Government institution.government_responsibilities'],['Role_Frame_Government_institution_US_responsibilities']
Binding_278,['Role_Frame_Crime_criminal'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Drugs.drug_user=Crime.criminal'],['Role_Frame_Drugs_drug_user']
Binding_47,['Role_Frame_Biological_entity_body'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Animate entity.body=Biological entity.body'],['Role_Frame_Animate_entity_body']
Binding_227,['Role_Frame_Destructive_natural_process_destructive_process'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Decay.decaying_process=Destructive natural process.destructive_process'],['Role_Frame_Decay_decaying_process']
Binding_8,['Role_Frame_Access_path_of_access'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Access to an object.path_to_access=Access.path_of_access'],['Role_Frame_Access_to_an_object_path_to_access']
Binding_881,['Role_Frame_Communication_communicator'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Speaking.speaker=Communication.communicator'],['Role_Frame_Speaking_speaker']
