name,hasBoundRole2,type,label,hasBoundRole1
Binding_102,['Role_Frame_Part_whole_whole'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Body.body_whole=Part whole.whole'],['Role_Frame_Body_body_whole']
Binding_198,['Role_Frame_Crime_criminal_activity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Corruption.corrupt_activities=Crime.criminal_activity'],['Role_Frame_Corruption_corrupt_activities']
Binding_300,['Role_Frame_Voting_outcome'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Election.outcome=Voting.outcome'],['Role_Frame_Election_outcome']
Binding_127,['Role_Frame_Complex_process_protagonist2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Causation.affected=Complex_process.protagonist2'],['Role_Frame_Causation_affected']
Binding_626,['Role_Frame_Causation_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion-affecting external factors.impediment=Causation.agent'],['Role_Frame_Motion_affecting_external_factors_impediment']
Binding_690,['Role_Frame_Animate_Entity_animate_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Perception.perceiver=Animate_Entity.animate_entity'],['Role_Frame_Perception_perceiver']
Binding_243,['Role_Frame_Emotion_emotion'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Directed emotion.emotion=Emotion.emotion'],['Role_Frame_Directed_emotion_emotion']
Binding_238,['Role_Frame_Destroying_harmful_effect'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Destructive natural process.destructive_effect=Destroying.harmful_effect'],['Role_Frame_Destructive_natural_process_destructive_effect']
Binding_316,['Role_Frame_Harm_to_living_entity_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Evil creature.evil_entity=Harm to living entity.agent'],['Role_Frame_Evil_creature_evil_entity']
Binding_389,['Role_Frame_Possession_possessor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Gain possession.recipient=Possession.possessor'],['Role_Frame_Gain_possession_recipient']
Binding_716,['Role_Frame_Physical_combat_fighter1'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Physical competition.competitor1=Physical combat.fighter1'],['Role_Frame_Physical_competition_competitor1']
Binding_977,['Role_Frame_Visual_obstruction_seer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual evaluation.evaluator=Visual obstruction.seer'],['Role_Frame_Visual_evaluation_evaluator']
Binding_168,['Role_Frame_Part_whole_parts'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex physical object.object_parts=Part whole.parts'],['Role_Frame_Complex_physical_object_object_parts']
Binding_96,['Role_Frame_Complex_physical_object_object_parts'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Biological entity.specialized_parts=Complex physical object.object_parts'],['Role_Frame_Biological_entity_specialized_parts']
Binding_522,['Role_Frame_Organization_organization_procedures'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Institution.rules=Organization.organization_procedures'],['Role_Frame_Institution_rules']
Binding_839,['Role_Frame_Purposeful_action_objective'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self-initiated state change.objective=Purposeful action.objective'],['Role_Frame_Self_initiated_state_change_objective']
Binding_177,['Role_Frame_Scale_position_on_scale'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Condition of physical object.state_of_object=Scale.position_on_scale'],['Role_Frame_Condition_of_physical_object_state_of_object']
Binding_545,['Role_Frame_Judicial_action_judged_party'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judicial decision-making.judged_party=Judicial action.judged_party'],['Role_Frame_Judicial_decision_making_judged_party']
Binding_388,['Role_Frame_State_profiled_state_value'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Functionality.functional_status=State.profiled_state_value'],['Role_Frame_Functionality_functional_status']
Binding_352,['Role_Frame_Motion_along_a_path_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fluid motion.fluid=Motion along a path.mover'],['Role_Frame_Fluid_motion_fluid']
Binding_882,['Role_Frame_Communication_addressee'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Speaking.addressee=Communication.addressee'],['Role_Frame_Speaking_addressee']
Binding_494,['Role_Frame_Perception_perceiver'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Hearing.hearer=Perception.perceiver'],['Role_Frame_Hearing_hearer']
Binding_86,['Role_Frame_Being_at_a_location_current_location'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Being in a bounded region.current_location=Being at a location.current_location'],['Role_Frame_Being_in_a_bounded_region_current_location']
Binding_271,['Role_Frame_Motion_along_a_path_speed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Downward motion.speed=Motion along a path.speed'],['Role_Frame_Downward_motion_speed']
Binding_139,['Role_Frame_Change_of_state_initial_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Caused change of state.initial_state=Change of state.initial_state'],['Role_Frame_Caused_change_of_state_initial_state']
Binding_631,['Role_Frame_Source_path_goal_trajector'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion along a path.mover=Source path goal.trajector'],['Role_Frame_Motion_along_a_path_mover']
Binding_514,['Role_Frame_Social_problems_social_problem'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Injurious gun use.injurious_effect=Social problems.social_problem'],['Role_Frame_Injurious_gun_use_injurious_effect']
Binding_616,['Role_Frame_Evaluation_evaluation'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Monetary evaluation.value=Evaluation.evaluation'],['Role_Frame_Monetary_evaluation_value']
Binding_646,['Role_Frame_Bounded_region_interior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion to a bounded region.bounded_region=Bounded region.interior'],['Role_Frame_Motion_to_a_bounded_region_bounded_region']
Binding_70,['Role_Frame_Motion_direction'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Backward motion.backward_direction=Motion.direction'],['Role_Frame_Backward_motion_backward_direction']
Binding_680,['Role_Frame_Object_object_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object manipulation.object=Object.object_entity'],['Role_Frame_Object_manipulation_object']
Binding_123,['Role_Frame_disease_disease'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cancer.cancer=disease.disease'],['Role_Frame_Cancer_cancer']
Binding_733,['Role_Frame_Government_institution_government_whole'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Political region.governing_institution=Government institution.government_whole'],['Role_Frame_Political_region_governing_institution']
Binding_26,['Role_Frame_Causation_effect'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Affected motion.motion=Causation.effect'],['Role_Frame_Affected_motion_motion']
Binding_642,['Role_Frame_Bounded_region_exterior'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion away from a location.goal=Bounded_region.exterior'],['Role_Frame_Motion_away_from_a_location_goal']
Binding_313,['Role_Frame_Destructive_natural_process_consequence_of_destruction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Erosion.eroding_outcome=Destructive natural process.consequence_of_destruction'],['Role_Frame_Erosion_eroding_outcome']
Binding_312,['Role_Frame_Destructive_natural_process_destructive_process'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Erosion.erosion_process=Destructive natural process.destructive_process'],['Role_Frame_Erosion_erosion_process']
Binding_966,['Role_Frame_Controlled_vehicular_motion_motion_controller'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Vehicle.driver=Controlled vehicular motion.motion_controller'],['Role_Frame_Vehicle_driver']
Binding_677,['Role_Frame_Force_application_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object manipulation.actor=Force-application.actor'],['Role_Frame_Object_manipulation_actor']
Binding_19,['Role_Frame_Causation_affected'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Addressing social problems.social_problem=Causation.affected'],['Role_Frame_Addressing_social_problems_social_problem']
Binding_759,['Role_Frame_Harm_cause'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Protecting.threatening_thing=Harm.cause'],['Role_Frame_Protecting_threatening_thing']
Binding_923,['Role_Frame_Region_background'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Trajector landmark.background=Region.background'],['Role_Frame_Trajector_landmark_background']
Binding_753,['Role_Frame_Possession_possessing'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Possession change.x-schema.ongoing=Possession.possessing'],['Role_Frame_Possession_change_x_schema_ongoing']
Binding_771,['Role_Frame_Harm_to_living_entity_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Punishment.punisher=Harm to living entity.agent'],['Role_Frame_Punishment_punisher']
Binding_478,['Role_Frame_Possession_possession'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Gun possession.gun=Possession.possession'],['Role_Frame_Gun_possession_gun']
Binding_810,['Role_Frame_Machine_purpose'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Robot.purpose=Machine.purpose'],['Role_Frame_Robot_purpose']
Binding_756,['Role_Frame_Economic_status_minimal_status'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Poverty.degree of poverty=Economic status.minimal_status'],['Role_Frame_Poverty_degree_of_poverty']
Binding_779,['Role_Frame_Recreational_competition_event'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Race.race_event=Recreational competition.event'],['Role_Frame_Race_race_event']
Binding_524,['Role_Frame_Organization_organization_functions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Institution.functions=Organization.organization_functions'],['Role_Frame_Institution_functions']
Binding_791,['Role_Frame_Deity_believer'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Religious practice.worshipper=Deity.believer'],['Role_Frame_Religious_practice_worshipper']
Binding_805,['Role_Frame_Motion_affecting_objects_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Restraints.mover=Motion-affecting objects.mover'],['Role_Frame_Restraints_mover']
Binding_443,['Role_Frame_Evaluation_evaluation'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government decision making.consideration=Evaluation.evaluation'],['Role_Frame_Government_decision_making_consideration']
Binding_624,['Role_Frame_Motion_affecting_external_factors_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion-affecting actors.potential_mover=Motion-affecting external factors.mover'],['Role_Frame_Motion_affecting_actors_potential_mover']
Binding_554,['Role_Frame_Judicial_action_judicial_action_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.judicial_actions=Judicial action.judicial_action_x-schema'],['Role_Frame_Judicial_decision_making_judicial_actions']
Binding_848,['Role_Frame_Affected_motion_direction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self propelled motion.direction=Affected motion.direction'],['Role_Frame_Self_propelled_motion_direction']
Binding_603,['Role_Frame_Life_cycle_life_liver'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Living.living_protagonist=Life cycle.life_liver'],['Role_Frame_Living_living_protagonist']
Binding_378,['Role_Frame_Force_application_acted_upon'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Forced motion.mover=Force-application.acted_upon'],['Role_Frame_Forced_motion_mover']
Binding_368,['Role_Frame_Complex_process_protagonist2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Force-dynamic interaction.force_receiver=Complex process.protagonist2'],['Role_Frame_Force_dynamic_interaction_force_receiver']
Binding_331,['Role_Frame_Social_group_social_group'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Family.family_whole=Social group.social_group.whole'],['Role_Frame_Family_family_whole']
Binding_608,['Role_Frame_Possession_possessing'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Lose possession.lose_possession_x-schema.initial=Possession.possessing.ongoing'],['Role_Frame_Lose_possession_lose_possession_x_schema_initial']
Binding_934,['Role_Frame_Physical_affliction_patient'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Treating a physical affliction.treatment_recipient=Physical affliction.patient'],['Role_Frame_Treating_a_physical_affliction_treatment_recipient']
Binding_862,['Role_Frame_Work_scenario_worker'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Shepherding.shepherd=Work scenario.worker'],['Role_Frame_Shepherding_shepherd']
Binding_422,['Role_Frame_Trust_relationship_trusted_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government.government=Trust relationship.trusted_entity'],['Role_Frame_Government_government']
Binding_407,['Role_Frame_Process_protagonist'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Governing action.affected_jurisdiction=Process.protagonist'],['Role_Frame_Governing_action_affected_jurisdiction']
